epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,9879.72,0.88544,0.63377,1.16628,0.80985,0.73396,0.75027,0.48014,1.24938,0.75814,1.33295,0.006337,0.006337,0.006337
187,9932.89,0.87915,0.6241,1.16157,0.81643,0.73164,0.74866,0.47999,1.24907,0.75957,1.33251,0.0063172,0.0063172,0.0063172
188,9985.03,0.88292,0.62519,1.1647,0.81463,0.72976,0.74947,0.48042,1.25109,0.76274,1.33449,0.0062974,0.0062974,0.0062974
189,10036.7,0.87599,0.62881,1.16408,0.80206,0.73688,0.74655,0.47934,1.25396,0.7642,1.33621,0.0062776,0.0062776,0.0062776
190,10088.7,0.87174,0.61905,1.15951,0.80025,0.73846,0.74396,0.47878,1.25635,0.76297,1.33835,0.0062578,0.0062578,0.0062578
191,10142.8,0.88024,0.62861,1.16216,0.81724,0.72546,0.74197,0.47751,1.25931,0.76228,1.34197,0.006238,0.006238,0.006238
192,10193.7,0.86399,0.61754,1.1565,0.79486,0.74015,0.74486,0.47968,1.26079,0.76002,1.34292,0.0062182,0.0062182,0.0062182
193,10244.9,0.86168,0.61998,1.15406,0.79893,0.74555,0.747,0.47857,1.26125,0.75859,1.34281,0.0061984,0.0061984,0.0061984
194,10296.9,0.87511,0.62483,1.15996,0.79969,0.74379,0.74699,0.47855,1.26256,0.75888,1.34511,0.0061786,0.0061786,0.0061786
195,10351.1,0.86434,0.61942,1.15243,0.80218,0.74449,0.7488,0.47949,1.26047,0.7568,1.34537,0.0061588,0.0061588,0.0061588
196,10403.1,0.85794,0.60941,1.152,0.79826,0.74513,0.74879,0.47984,1.26206,0.75449,1.34692,0.006139,0.006139,0.006139
197,10454.4,0.86151,0.61707,1.15297,0.79403,0.74683,0.75046,0.48096,1.2606,0.75248,1.34653,0.0061192,0.0061192,0.0061192
198,10507.1,0.86116,0.61969,1.15721,0.78918,0.75103,0.7514,0.48136,1.26225,0.75519,1.34847,0.0060994,0.0060994,0.0060994
199,10558.2,0.85988,0.61132,1.14824,0.79049,0.75289,0.75056,0.4822,1.26338,0.75543,1.34962,0.0060796,0.0060796,0.0060796
200,10609.4,0.86246,0.61324,1.15175,0.78922,0.75288,0.75034,0.48085,1.26355,0.75703,1.34992,0.0060598,0.0060598,0.0060598
201,10661.4,0.86075,0.61116,1.14824,0.78793,0.75362,0.75043,0.48082,1.26167,0.7566,1.3482,0.00604,0.00604,0.00604
202,10715.1,0.85599,0.6064,1.1441,0.78987,0.75353,0.75207,0.48145,1.2607,0.75676,1.34797,0.0060202,0.0060202,0.0060202
203,10765.7,0.85981,0.61445,1.14944,0.78576,0.74954,0.75123,0.48024,1.26081,0.75677,1.34771,0.0060004,0.0060004,0.0060004
204,10817.5,0.8539,0.60504,1.14509,0.78897,0.75478,0.75085,0.4815,1.25936,0.75915,1.34811,0.0059806,0.0059806,0.0059806
205,10871.5,0.85982,0.60832,1.14948,0.81038,0.72771,0.74947,0.48065,1.25815,0.76225,1.3471,0.0059608,0.0059608,0.0059608
206,10923.2,0.85239,0.60998,1.14616,0.81032,0.72771,0.74768,0.48105,1.25602,0.76386,1.34537,0.005941,0.005941,0.005941
207,10974.6,0.8438,0.60018,1.14253,0.78582,0.74665,0.74772,0.48037,1.25531,0.76246,1.34483,0.0059212,0.0059212,0.0059212
208,11028,0.84952,0.60446,1.14386,0.78381,0.74971,0.74661,0.48139,1.25387,0.76245,1.34452,0.0059014,0.0059014,0.0059014
209,11082.4,0.85363,0.60267,1.14618,0.78849,0.75358,0.74949,0.48269,1.25293,0.76177,1.34387,0.0058816,0.0058816,0.0058816
210,11137.4,0.84864,0.60515,1.14709,0.78674,0.75098,0.74881,0.48159,1.25267,0.76083,1.34367,0.0058618,0.0058618,0.0058618
211,11192,0.84119,0.59414,1.14356,0.78832,0.74858,0.74789,0.48132,1.25234,0.76094,1.34411,0.005842,0.005842,0.005842
212,11246.7,0.85545,0.60651,1.14789,0.81156,0.72995,0.74993,0.48129,1.25363,0.76226,1.34498,0.0058222,0.0058222,0.0058222
213,11300.8,0.84637,0.60368,1.14126,0.81056,0.7287,0.74822,0.48104,1.25278,0.7638,1.34381,0.0058024,0.0058024,0.0058024
214,11355,0.84174,0.59167,1.13624,0.8123,0.72772,0.74633,0.48068,1.25162,0.76396,1.34363,0.0057826,0.0057826,0.0057826
215,11407.8,0.83913,0.59321,1.13693,0.81239,0.72709,0.74558,0.47993,1.251,0.76371,1.34423,0.0057628,0.0057628,0.0057628
216,11461.6,0.83827,0.60102,1.13734,0.81714,0.72709,0.74614,0.47919,1.25103,0.76548,1.34486,0.005743,0.005743,0.005743
217,11512.5,0.84536,0.60183,1.1377,0.81451,0.72695,0.74491,0.47797,1.25121,0.76324,1.34504,0.0057232,0.0057232,0.0057232
218,11564.1,0.84219,0.6004,1.14061,0.8117,0.72799,0.7446,0.4777,1.25034,0.76281,1.3434,0.0057034,0.0057034,0.0057034
219,11617.4,0.83505,0.59822,1.13748,0.81056,0.72872,0.74569,0.47769,1.25007,0.76229,1.34303,0.0056836,0.0056836,0.0056836
220,11672.2,0.83229,0.58529,1.13233,0.81061,0.72799,0.74539,0.47756,1.2511,0.76205,1.34362,0.0056638,0.0056638,0.0056638
221,11726,0.8314,0.58655,1.13619,0.77634,0.76212,0.74597,0.47645,1.25153,0.76241,1.34443,0.005644,0.005644,0.005644
222,11779.1,0.83805,0.59756,1.13731,0.80955,0.73174,0.74679,0.47787,1.25132,0.76143,1.34455,0.0056242,0.0056242,0.0056242
223,11831.7,0.83059,0.59452,1.13598,0.81259,0.73299,0.7478,0.47753,1.24971,0.76092,1.34202,0.0056044,0.0056044,0.0056044
224,11886.5,0.83071,0.59286,1.12939,0.8126,0.73242,0.74747,0.47728,1.24925,0.76142,1.34198,0.0055846,0.0055846,0.0055846
225,11940,0.83316,0.59041,1.13773,0.80676,0.73765,0.74738,0.47732,1.24881,0.76227,1.34157,0.0055648,0.0055648,0.0055648
226,11994.3,0.82633,0.57955,1.12567,0.80411,0.73928,0.74613,0.4774,1.24865,0.76223,1.34136,0.005545,0.005545,0.005545
227,12046.5,0.83044,0.58457,1.13032,0.80676,0.73594,0.74597,0.47699,1.24882,0.76134,1.34216,0.0055252,0.0055252,0.0055252
228,12098.5,0.82346,0.58707,1.13057,0.80526,0.73736,0.74496,0.47595,1.24878,0.76121,1.34266,0.0055054,0.0055054,0.0055054
229,12152.1,0.82354,0.58031,1.12673,0.80485,0.73998,0.74481,0.47634,1.24882,0.7628,1.34315,0.0054856,0.0054856,0.0054856
230,12206.1,0.82159,0.58119,1.12698,0.80642,0.74236,0.74445,0.47589,1.24936,0.76279,1.34325,0.0054658,0.0054658,0.0054658
231,12258.7,0.8199,0.58231,1.12416,0.80437,0.73874,0.74372,0.47562,1.24886,0.76316,1.34404,0.005446,0.005446,0.005446
232,12314,0.82319,0.5862,1.12929,0.81036,0.73262,0.7434,0.47572,1.24857,0.76281,1.34449,0.0054262,0.0054262,0.0054262
233,12368.6,0.82711,0.58168,1.13263,0.80765,0.73093,0.74326,0.47553,1.24847,0.76312,1.34476,0.0054064,0.0054064,0.0054064
234,12422.6,0.81692,0.57404,1.12371,0.79306,0.74721,0.74291,0.47588,1.24787,0.76269,1.34415,0.0053866,0.0053866,0.0053866
235,12476.9,0.82439,0.58806,1.12961,0.79357,0.74483,0.74102,0.47564,1.24752,0.76302,1.3438,0.0053668,0.0053668,0.0053668
236,12531.5,0.81383,0.57504,1.12117,0.79124,0.74818,0.74149,0.47596,1.24746,0.76185,1.34391,0.005347,0.005347,0.005347
237,12586,0.81588,0.57708,1.12404,0.78248,0.75926,0.74045,0.47548,1.24746,0.76147,1.34561,0.0053272,0.0053272,0.0053272
238,12637.3,0.81205,0.57406,1.11898,0.78339,0.76006,0.7403,0.47563,1.24729,0.76127,1.3459,0.0053074,0.0053074,0.0053074
239,12689.1,0.81246,0.57673,1.12216,0.78345,0.75931,0.73959,0.47537,1.24875,0.76137,1.34789,0.0052876,0.0052876,0.0052876
240,12743,0.80803,0.57017,1.11886,0.78263,0.7598,0.73905,0.47529,1.24921,0.76185,1.34901,0.0052678,0.0052678,0.0052678
241,12795.8,0.80914,0.57589,1.12112,0.78414,0.76005,0.73936,0.47548,1.24875,0.76271,1.34882,0.005248,0.005248,0.005248
242,12850.6,0.81166,0.56982,1.11918,0.77995,0.75832,0.7399,0.47572,1.24851,0.76154,1.34885,0.0052282,0.0052282,0.0052282
243,12905.7,0.80497,0.56678,1.11632,0.77821,0.75801,0.73931,0.47548,1.24927,0.76108,1.35015,0.0052084,0.0052084,0.0052084
244,12960.3,0.80308,0.56881,1.11909,0.77445,0.75846,0.73988,0.47579,1.25003,0.76106,1.35099,0.0051886,0.0051886,0.0051886
245,13014.9,0.81055,0.57341,1.12002,0.77254,0.75889,0.7408,0.47606,1.25042,0.76221,1.35191,0.0051688,0.0051688,0.0051688
246,13068.4,0.80725,0.56832,1.1171,0.77441,0.7581,0.74113,0.47605,1.25036,0.7625,1.35207,0.005149,0.005149,0.005149
247,13123.5,0.80354,0.56945,1.11383,0.77671,0.75917,0.7414,0.47713,1.24838,0.762,1.34988,0.0051292,0.0051292,0.0051292
248,13176,0.80059,0.56809,1.11572,0.77857,0.76185,0.74308,0.47617,1.24801,0.76166,1.34967,0.0051094,0.0051094,0.0051094
249,13227.8,0.80107,0.55744,1.1137,0.7776,0.76359,0.74372,0.47585,1.24761,0.76179,1.34973,0.0050896,0.0050896,0.0050896
250,13281.1,0.79491,0.5585,1.10896,0.77999,0.76355,0.74383,0.47556,1.24768,0.76216,1.35067,0.0050698,0.0050698,0.0050698
251,13335.5,0.79387,0.55846,1.11124,0.77337,0.76185,0.74268,0.47537,1.24791,0.76079,1.35142,0.00505,0.00505,0.00505
252,13390.3,0.80257,0.55882,1.11042,0.77642,0.7631,0.74346,0.47568,1.24821,0.76141,1.35186,0.0050302,0.0050302,0.0050302
253,13442.3,0.79083,0.56057,1.10806,0.77334,0.7629,0.74281,0.47553,1.2481,0.76247,1.35206,0.0050104,0.0050104,0.0050104
254,13496.9,0.79725,0.55918,1.11125,0.77299,0.76016,0.74157,0.47548,1.24767,0.76269,1.35172,0.0049906,0.0049906,0.0049906
255,13550.7,0.79655,0.55763,1.11308,0.77454,0.76,0.74191,0.47555,1.24758,0.76288,1.35212,0.0049708,0.0049708,0.0049708
256,13605.6,0.79493,0.55955,1.1114,0.77331,0.75993,0.74181,0.47563,1.24784,0.7626,1.35291,0.004951,0.004951,0.004951
257,13658.7,0.78858,0.55689,1.10661,0.77417,0.76037,0.74227,0.47613,1.2473,0.76157,1.3526,0.0049312,0.0049312,0.0049312
258,13711.4,0.7833,0.55574,1.10931,0.77281,0.76337,0.74193,0.47636,1.24764,0.76122,1.35304,0.0049114,0.0049114,0.0049114
259,13761.9,0.78801,0.55182,1.10739,0.77338,0.76255,0.74196,0.47606,1.24716,0.76149,1.35331,0.0048916,0.0048916,0.0048916
260,13814.4,0.78614,0.55183,1.10627,0.77207,0.76451,0.74264,0.47634,1.247,0.76047,1.35385,0.0048718,0.0048718,0.0048718
